campus_id,campus_name,building_id,year,month,total_kw_consumed,total_gas_consumed,total_water_consumed,scope_1_emissions,scope_2_emissions,total_emissions,category,gross_floor_area,carbon_intensity
1,Bundoora,26,2020.0,12.0,27546.87,0.0,0.0,0.0,11.02,11.02,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,1.0,23921.53,372.7,21894.21,1.98,9.57,11.54,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,2.0,16825.42,445.08,22327.81,2.36,6.73,9.09,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,3.0,14992.56,470.99,22259.22,2.5,6.0,8.49,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,4.0,15018.54,515.56,22648.87,2.73,6.01,8.74,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,5.0,19180.81,574.41,22745.66,3.04,7.67,10.72,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,6.0,16453.74,554.44,22867.44,2.94,6.58,9.52,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,7.0,17346.42,596.2,22999.13,3.16,6.94,10.1,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,8.0,19461.17,539.95,23129.84,2.86,7.78,10.65,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,9.0,19855.79,506.49,23406.76,2.68,7.94,10.63,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,10.0,19672.36,480.88,159773.89,2.55,7.87,10.42,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,11.0,18418.84,475.62,153611.12,2.52,7.37,9.89,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2021.0,12.0,19742.87,309.29,228595.88,1.64,7.9,9.54,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2022.0,1.0,21061.99,0.0,260684.09,0.0,8.42,8.42,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2022.0,2.0,19120.51,0.0,261078.01,0.0,7.65,7.65,mixed use,1464449.6100000022,1e-05
1,Bundoora,26,2022.0,3.0,17901.08,0.0,189678.6,0.0,7.16,7.16,mixed use,1464449.6100000022,0.0
1,Bundoora,26,2022.0,4.0,18255.61,0.0,38927.7,0.0,7.3,7.3,mixed use,1464449.6100000022,0.0
1,Bundoora,27,2018.0,1.0,21940.15,0.0,0.0,0.0,8.78,8.78,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2018.0,2.0,25835.28,0.0,0.0,0.0,10.33,10.33,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,3.0,25890.61,0.0,0.0,0.0,10.36,10.36,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,4.0,21637.04,0.0,0.0,0.0,8.65,8.65,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2018.0,5.0,23920.36,62.74,0.0,0.33,9.57,9.9,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,6.0,22412.34,69.27,0.0,0.37,8.96,9.33,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2018.0,7.0,22457.21,74.1,0.0,0.39,8.98,9.38,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2018.0,8.0,24318.3,72.09,0.0,0.38,9.73,10.11,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,9.0,23667.69,68.12,0.0,0.36,9.47,9.83,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,10.0,23452.94,63.38,0.0,0.34,9.38,9.72,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2018.0,11.0,19885.05,56.72,0.0,0.3,7.95,8.25,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2018.0,12.0,24588.58,32.52,0.0,0.17,9.84,10.01,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2019.0,1.0,18179.07,29.11,0.0,0.15,7.27,7.43,mixed use,145226.20000000004,5e-05
1,Bundoora,27,2019.0,2.0,21116.64,41.59,0.0,0.22,8.45,8.67,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2019.0,3.0,25274.1,49.71,0.0,0.26,10.11,10.37,mixed use,145226.20000000004,7e-05
1,Bundoora,27,2019.0,4.0,20865.81,53.65,0.0,0.28,8.35,8.63,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2019.0,5.0,21667.0,63.39,0.0,0.34,8.67,9.0,mixed use,145226.20000000004,6e-05
1,Bundoora,27,2019.0,6.0,14266.39,65.63,0.0,0.35,5.71,6.05,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2019.0,7.0,14542.8,68.91,0.0,0.37,5.82,6.18,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2019.0,8.0,17871.42,69.79,0.0,0.37,7.15,7.52,mixed use,145226.20000000004,5e-05
1,Bundoora,27,2019.0,9.0,18678.53,61.65,0.0,0.33,7.47,7.8,mixed use,145226.20000000004,5e-05
1,Bundoora,27,2019.0,10.0,16579.64,56.77,0.0,0.3,6.63,6.93,mixed use,145226.20000000004,5e-05
1,Bundoora,27,2019.0,11.0,13101.46,48.56,0.0,0.26,5.24,5.5,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2019.0,12.0,12874.82,26.78,0.0,0.14,5.15,5.29,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2020.0,1.0,13770.66,0.0,0.0,0.0,5.51,5.51,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2020.0,2.0,14105.52,0.0,0.0,0.0,5.64,5.64,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2020.0,3.0,14659.32,0.0,0.0,0.0,5.86,5.86,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2020.0,4.0,7901.12,0.0,0.0,0.0,3.16,3.16,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,5.0,7885.16,0.0,0.0,0.0,3.15,3.15,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,6.0,8534.79,0.0,0.0,0.0,3.41,3.41,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,7.0,7835.36,0.0,0.0,0.0,3.13,3.13,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,8.0,7819.05,0.0,0.0,0.0,3.13,3.13,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,9.0,6924.24,0.0,0.0,0.0,2.77,2.77,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,10.0,7480.96,0.0,0.0,0.0,2.99,2.99,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,11.0,8405.36,0.0,0.0,0.0,3.36,3.36,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2020.0,12.0,8806.6,0.0,0.0,0.0,3.52,3.52,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,1.0,8708.16,36.96,2171.2,0.2,3.48,3.68,mixed use,145226.20000000004,3e-05
1,Bundoora,27,2021.0,2.0,7607.08,44.14,2214.2,0.23,3.04,3.28,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,3.0,7522.01,46.71,2207.4,0.25,3.01,3.26,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,4.0,4670.1,51.13,2246.04,0.27,1.87,2.14,mixed use,145226.20000000004,1e-05
1,Bundoora,27,2021.0,5.0,9551.15,56.96,2255.64,0.3,3.82,4.12,mixed use,145226.20000000004,3e-05
1,Bundoora,27,2021.0,6.0,14203.29,54.98,2267.71,0.29,5.68,5.97,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2021.0,7.0,11097.9,59.12,2280.77,0.31,4.44,4.75,mixed use,145226.20000000004,3e-05
1,Bundoora,27,2021.0,8.0,10603.81,53.55,2293.73,0.28,4.24,4.53,mixed use,145226.20000000004,3e-05
1,Bundoora,27,2021.0,9.0,6165.84,50.23,2321.2,0.27,2.47,2.73,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,10.0,6307.9,47.69,15844.42,0.25,2.52,2.78,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,11.0,5381.1,47.17,15233.27,0.25,2.15,2.4,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2021.0,12.0,6546.88,30.67,22669.34,0.16,2.62,2.78,mixed use,145226.20000000004,2e-05
1,Bundoora,27,2022.0,1.0,19345.79,0.0,25851.46,0.0,7.74,7.74,mixed use,145226.20000000004,5e-05
1,Bundoora,27,2022.0,2.0,13231.78,0.0,25890.52,0.0,5.29,5.29,mixed use,145226.20000000004,4e-05
1,Bundoora,27,2022.0,3.0,10973.49,0.0,18810.0,0.0,4.39,4.39,mixed use,145226.20000000004,3e-05
1,Bundoora,27,2022.0,4.0,10428.15,0.0,3860.37,0.0,4.17,4.17,mixed use,145226.20000000004,3e-05
1,Bundoora,28,2018.0,1.0,66610.63,0.0,0.0,0.0,26.64,26.64,other,0.0,0.0
1,Bundoora,28,2018.0,2.0,65632.38,0.0,0.0,0.0,26.25,26.25,other,0.0,0.0
1,Bundoora,28,2018.0,3.0,81727.31,0.0,0.0,0.0,32.69,32.69,other,0.0,0.0
1,Bundoora,28,2018.0,4.0,79599.75,0.0,0.0,0.0,31.84,31.84,other,0.0,0.0
1,Bundoora,28,2018.0,5.0,88356.5,0.0,0.0,0.0,35.34,35.34,other,0.0,0.0
1,Bundoora,28,2018.0,6.0,84678.88,0.0,0.0,0.0,33.87,33.87,other,0.0,0.0
1,Bundoora,28,2018.0,7.0,85098.63,0.0,0.0,0.0,34.04,34.04,other,0.0,0.0
1,Bundoora,28,2018.0,8.0,84847.25,0.0,0.0,0.0,33.94,33.94,other,0.0,0.0
1,Bundoora,28,2018.0,9.0,86045.0,0.0,0.0,0.0,34.42,34.42,other,0.0,0.0
1,Bundoora,28,2018.0,10.0,86049.0,0.0,0.0,0.0,34.42,34.42,other,0.0,0.0
1,Bundoora,28,2018.0,11.0,74872.0,0.0,0.0,0.0,29.95,29.95,other,0.0,0.0
1,Bundoora,28,2018.0,12.0,61813.63,0.0,0.0,0.0,24.73,24.73,other,0.0,0.0
1,Bundoora,28,2019.0,1.0,65033.88,0.0,0.0,0.0,26.01,26.01,other,0.0,0.0
1,Bundoora,28,2019.0,2.0,65884.88,0.0,0.0,0.0,26.35,26.35,other,0.0,0.0
1,Bundoora,28,2019.0,3.0,80293.75,0.0,0.0,0.0,32.12,32.12,other,0.0,0.0
1,Bundoora,28,2019.0,4.0,74674.88,0.0,0.0,0.0,29.87,29.87,other,0.0,0.0
1,Bundoora,28,2019.0,5.0,86184.75,0.0,0.0,0.0,34.47,34.47,other,0.0,0.0
1,Bundoora,28,2019.0,6.0,82214.25,0.0,0.0,0.0,32.89,32.89,other,0.0,0.0
1,Bundoora,28,2019.0,7.0,81583.0,0.0,0.0,0.0,32.63,32.63,other,0.0,0.0
1,Bundoora,28,2019.0,8.0,86974.0,0.0,0.0,0.0,34.79,34.79,other,0.0,0.0
1,Bundoora,28,2019.0,9.0,84099.0,0.0,0.0,0.0,33.64,33.64,other,0.0,0.0
1,Bundoora,28,2019.0,10.0,86914.5,0.0,0.0,0.0,34.77,34.77,other,0.0,0.0
1,Bundoora,28,2019.0,11.0,75443.25,0.0,0.0,0.0,30.18,30.18,other,0.0,0.0
1,Bundoora,28,2019.0,12.0,58341.75,0.0,0.0,0.0,23.34,23.34,other,0.0,0.0
1,Bundoora,28,2020.0,1.0,64876.75,0.0,0.0,0.0,25.95,25.95,other,0.0,0.0
1,Bundoora,28,2020.0,2.0,63716.75,0.0,0.0,0.0,25.49,25.49,other,0.0,0.0
1,Bundoora,28,2020.0,3.0,71217.75,0.0,0.0,0.0,28.49,28.49,other,0.0,0.0
1,Bundoora,28,2020.0,4.0,60479.0,0.0,0.0,0.0,24.19,24.19,other,0.0,0.0
1,Bundoora,28,2020.0,5.0,67137.0,0.0,0.0,0.0,26.85,26.85,other,0.0,0.0
1,Bundoora,28,2020.0,6.0,68301.5,0.0,0.0,0.0,27.32,27.32,other,0.0,0.0
1,Bundoora,28,2020.0,7.0,58272.5,0.0,0.0,0.0,23.31,23.31,other,0.0,0.0
1,Bundoora,28,2020.0,8.0,63553.5,0.0,0.0,0.0,25.42,25.42,other,0.0,0.0
1,Bundoora,28,2020.0,9.0,47345.25,0.0,0.0,0.0,18.94,18.94,other,0.0,0.0
1,Bundoora,28,2020.0,10.0,57537.75,0.0,0.0,0.0,23.02,23.02,other,0.0,0.0
1,Bundoora,28,2020.0,11.0,50391.75,0.0,0.0,0.0,20.16,20.16,other,0.0,0.0
1,Bundoora,28,2020.0,12.0,39643.0,0.0,0.0,0.0,15.86,15.86,other,0.0,0.0
1,Bundoora,28,2021.0,1.0,32004.5,0.0,0.0,0.0,12.8,12.8,other,0.0,0.0
1,Bundoora,28,2021.0,2.0,45740.25,0.0,0.0,0.0,18.3,18.3,other,0.0,0.0
1,Bundoora,28,2021.0,3.0,61539.0,0.0,0.0,0.0,24.62,24.62,other,0.0,0.0
1,Bundoora,28,2021.0,4.0,60279.75,0.0,0.0,0.0,24.11,24.11,other,0.0,0.0
1,Bundoora,28,2021.0,5.0,69809.75,0.0,0.0,0.0,27.92,27.92,other,0.0,0.0
1,Bundoora,28,2021.0,6.0,60731.0,0.0,0.0,0.0,24.29,24.29,other,0.0,0.0
1,Bundoora,28,2021.0,7.0,64734.0,0.0,0.0,0.0,25.89,25.89,other,0.0,0.0
1,Bundoora,28,2021.0,8.0,69307.25,0.0,0.0,0.0,27.72,27.72,other,0.0,0.0
1,Bundoora,28,2021.0,9.0,64619.75,0.0,0.0,0.0,25.85,25.85,other,0.0,0.0
1,Bundoora,28,2021.0,10.0,63845.25,0.0,0.0,0.0,25.54,25.54,other,0.0,0.0
1,Bundoora,28,2021.0,11.0,57945.25,0.0,0.0,0.0,23.18,23.18,other,0.0,0.0
1,Bundoora,28,2021.0,12.0,51016.25,0.0,0.0,0.0,20.41,20.41,other,0.0,0.0
1,Bundoora,28,2022.0,1.0,53819.75,0.0,0.0,0.0,21.53,21.53,other,0.0,0.0
1,Bundoora,28,2022.0,2.0,53473.0,0.0,0.0,0.0,21.39,21.39,other,0.0,0.0
1,Bundoora,28,2022.0,3.0,58455.5,0.0,0.0,0.0,23.38,23.38,other,0.0,0.0
1,Bundoora,28,2022.0,4.0,65940.0,0.0,0.0,0.0,26.38,26.38,other,0.0,0.0
1,Bundoora,29,2018.0,1.0,45821.19,0.0,0.0,0.0,18.33,18.33,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,2.0,44749.19,0.0,0.0,0.0,17.9,17.9,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,3.0,51600.69,0.0,0.0,0.0,20.64,20.64,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,4.0,45696.81,0.0,0.0,0.0,18.28,18.28,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,5.0,43553.88,730.79,0.0,3.87,17.42,21.29,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,6.0,41561.38,806.91,0.0,4.28,16.62,20.9,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,7.0,44514.88,863.14,0.0,4.57,17.81,22.38,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,8.0,47800.69,839.73,0.0,4.45,19.12,23.57,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,9.0,48043.31,793.46,0.0,4.21,19.22,23.42,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,10.0,55529.5,738.24,0.0,3.91,22.21,26.12,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2018.0,11.0,49196.19,660.73,0.0,3.5,19.68,23.18,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2018.0,12.0,48675.38,378.81,0.0,2.01,19.47,21.48,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,1.0,43536.5,339.1,0.0,1.8,17.41,19.21,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,2.0,46862.75,484.46,0.0,2.57,18.75,21.31,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,3.0,49767.13,579.01,0.0,3.07,19.91,22.98,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,4.0,51366.63,624.95,0.0,3.31,20.55,23.86,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,5.0,56439.25,738.4,0.0,3.91,22.58,26.49,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2019.0,6.0,50258.25,764.48,0.0,4.05,20.1,24.16,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,7.0,51174.38,802.64,0.0,4.25,20.47,24.72,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,8.0,52622.25,812.94,0.0,4.31,21.05,25.36,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,9.0,51662.88,718.11,0.0,3.81,20.67,24.47,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,10.0,51330.38,661.27,0.0,3.5,20.53,24.04,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,11.0,52866.75,565.64,0.0,3.0,21.15,24.14,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2019.0,12.0,66448.63,311.9,0.0,1.65,26.58,28.23,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2020.0,1.0,65678.0,0.0,0.0,0.0,26.27,26.27,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2020.0,2.0,73054.25,0.0,0.0,0.0,29.22,29.22,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2020.0,3.0,69575.75,0.0,0.0,0.0,27.83,27.83,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2020.0,4.0,40460.0,0.0,0.0,0.0,16.18,16.18,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,5.0,26469.63,0.0,0.0,0.0,10.59,10.59,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,6.0,34357.38,0.0,0.0,0.0,13.74,13.74,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,7.0,33767.75,0.0,0.0,0.0,13.51,13.51,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,8.0,27905.25,0.0,0.0,0.0,11.16,11.16,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,9.0,27514.0,0.0,0.0,0.0,11.01,11.01,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,10.0,59041.5,0.0,0.0,0.0,23.62,23.62,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2020.0,11.0,64795.25,0.0,0.0,0.0,25.92,25.92,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2020.0,12.0,53524.75,0.0,0.0,0.0,21.41,21.41,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,1.0,36546.25,430.53,25291.18,2.28,14.62,16.9,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,2.0,55292.5,514.14,25792.05,2.72,22.12,24.84,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,3.0,58648.25,544.07,25712.83,2.88,23.46,26.34,mixed use,1691664.8399999966,2e-05
1,Bundoora,29,2021.0,4.0,46254.75,595.55,26162.93,3.16,18.5,21.66,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,5.0,49235.75,663.53,26274.75,3.52,19.69,23.21,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,6.0,42652.75,640.46,26415.41,3.39,17.06,20.46,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,7.0,43846.25,688.7,26567.54,3.65,17.54,21.19,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,8.0,46020.0,623.72,26718.53,3.31,18.41,21.71,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,9.0,49428.75,585.08,27038.41,3.1,19.77,22.87,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,10.0,47642.5,555.49,184563.45,2.94,19.06,22.0,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,11.0,38061.25,549.41,177444.51,2.91,15.22,18.14,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2021.0,12.0,42418.5,357.28,264063.45,1.89,16.97,18.86,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2022.0,1.0,46728.25,0.0,301130.27,0.0,18.69,18.69,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2022.0,2.0,41231.0,0.0,301585.31,0.0,16.49,16.49,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2022.0,3.0,40394.5,0.0,219107.99,0.0,16.16,16.16,mixed use,1691664.8399999966,1e-05
1,Bundoora,29,2022.0,4.0,35279.25,0.0,44967.48,0.0,14.11,14.11,mixed use,1691664.8399999966,1e-05
1,Bundoora,30,2018.0,1.0,121121.63,0.0,0.0,0.0,48.45,48.45,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2018.0,2.0,106568.48,0.0,0.0,0.0,42.63,42.63,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2018.0,3.0,119462.72,0.0,0.0,0.0,47.79,47.79,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2018.0,4.0,117705.77,0.0,0.0,0.0,47.08,47.08,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2018.0,5.0,124979.5,633.52,0.0,3.36,49.99,53.35,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,6.0,127487.18,699.5,0.0,3.71,50.99,54.7,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,7.0,133337.74,748.25,0.0,3.97,53.34,57.3,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,8.0,129507.1,727.96,0.0,3.86,51.8,55.66,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,9.0,127938.1,687.84,0.0,3.65,51.18,54.82,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,10.0,131899.73,639.97,0.0,3.39,52.76,56.15,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,11.0,127371.32,572.78,0.0,3.04,50.95,53.98,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2018.0,12.0,121038.16,328.39,0.0,1.74,48.42,50.16,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,1.0,118619.41,293.96,0.0,1.56,47.45,49.01,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,2.0,118889.2,419.97,0.0,2.23,47.56,49.78,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,3.0,131745.72,501.94,0.0,2.66,52.7,55.36,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,4.0,123770.64,541.76,0.0,2.87,49.51,52.38,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,5.0,130969.37,640.11,0.0,3.39,52.39,55.78,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,6.0,111033.44,662.72,0.0,3.51,44.41,47.93,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,7.0,116466.44,695.8,0.0,3.69,46.59,50.27,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,8.0,128572.04,704.73,0.0,3.74,51.43,55.16,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,9.0,133529.07,622.53,0.0,3.3,53.41,56.71,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,10.0,146508.59,573.25,0.0,3.04,58.6,61.64,mixed use,1466488.4200000006,4e-05
1,Bundoora,30,2019.0,11.0,119848.23,490.35,0.0,2.6,47.94,50.54,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2019.0,12.0,119460.81,270.39,0.0,1.43,47.78,49.22,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2020.0,1.0,114289.41,0.0,0.0,0.0,45.72,45.72,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2020.0,2.0,117886.43,0.0,0.0,0.0,47.15,47.15,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2020.0,3.0,116035.46,0.0,0.0,0.0,46.41,46.41,mixed use,1466488.4200000006,3e-05
1,Bundoora,30,2020.0,4.0,71053.98,0.0,0.0,0.0,28.42,28.42,mixed use,1466488.4200000006,2e-05
1,Bundoora,30,2020.0,5.0,70813.1,0.0,0.0,0.0,28.33,28.33,mixed use,1466488.4200000006,2e-05
1,Bundoora,30,2020.0,6.0,63688.17,0.0,0.0,0.0,25.48,25.48,mixed use,1466488.4200000006,2e-05
1,Bundoora,30,2020.0,7.0,61833.54,0.0,0.0,0.0,24.73,24.73,mixed use,1466488.4200000006,2e-05
1,Bundoora,30,2020.0,8.0,56711.73,0.0,0.0,0.0,22.68,22.68,mixed use,1466488.4200000006,2e-05
1,Bundoora,30,2020.0,9.0,46348.32,0.0,0.0,0.0,18.54,18.54,mixed use,1466488.4200000006,1e-05
1,Bundoora,30,2020.0,10.0,50249.56,0.0,0.0,0.0,20.1,20.1,mixed use,1466488.4200000006,1e-05
1,Bundoora,30,2020.0,11.0,53159.79,0.0,0.0,0.0,21.26,21.26,mixed use,1466488.4200000006,1e-05
1,Bundoora,30,2020.0,12.0,47518.36,0.0,0.0,0.0,19.01,19.01,mixed use,1466488.4200000006,1e-05
1,Bundoora,30,2021.0,1.0,42533.74,373.22,21924.69,1.98,17.01,18.99,mixed use,1466488.4200000006,1e-05
1,Bundoora,30,2021.0,2.0,12967.86,445.7,22358.89,2.36,5.19,7.55,mixed use,1466488.4200000006,1e-05
1,Bundoora,31,2018.0,1.0,9103.3,0.0,0.0,0.0,3.64,3.64,teaching,125797.68000000012,3e-05
1,Bundoora,31,2018.0,2.0,11263.22,0.0,0.0,0.0,4.51,4.51,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,3.0,13553.35,0.0,0.0,0.0,5.42,5.42,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,4.0,11815.16,0.0,0.0,0.0,4.73,4.73,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,5.0,15725.27,54.34,0.0,0.29,6.29,6.58,teaching,125797.68000000012,5e-05
1,Bundoora,31,2018.0,6.0,12677.27,60.0,0.0,0.32,5.07,5.39,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,7.0,14525.41,64.19,0.0,0.34,5.81,6.15,teaching,125797.68000000012,5e-05
1,Bundoora,31,2018.0,8.0,16012.03,62.45,0.0,0.33,6.4,6.74,teaching,125797.68000000012,5e-05
1,Bundoora,31,2018.0,9.0,12974.56,59.0,0.0,0.31,5.19,5.5,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,10.0,13726.19,54.9,0.0,0.29,5.49,5.78,teaching,125797.68000000012,5e-05
1,Bundoora,31,2018.0,11.0,12594.66,49.13,0.0,0.26,5.04,5.3,teaching,125797.68000000012,4e-05
1,Bundoora,31,2018.0,12.0,12469.22,28.17,0.0,0.15,4.99,5.14,teaching,125797.68000000012,4e-05
1,Bundoora,31,2019.0,1.0,12110.63,25.22,0.0,0.13,4.84,4.98,teaching,125797.68000000012,4e-05
1,Bundoora,31,2019.0,2.0,12779.38,36.03,0.0,0.19,5.11,5.3,teaching,125797.68000000012,4e-05
1,Bundoora,31,2019.0,3.0,14984.0,43.06,0.0,0.23,5.99,6.22,teaching,125797.68000000012,5e-05
1,Bundoora,31,2019.0,4.0,13239.25,46.47,0.0,0.25,5.3,5.54,teaching,125797.68000000012,4e-05
1,Bundoora,31,2019.0,5.0,17967.66,54.91,0.0,0.29,7.19,7.48,teaching,125797.68000000012,6e-05
